second_name_defender,season_name,element_code,start_cost,end_cost,goals_scored,assists,minutes,expected_goal_involvements,goals_scored_per_90,assists_per_90,expected_goals,expected_assists,expected_goals_per_90,expected_assists_per_90,yellow_cards,red_cards,total_points,ict_index,influence,creativity,threat,penalties_missed,penalties_saved,starts,clean_sheets_per_90,defensive_effectiveness,goals_conceded_per_90,defensive_effectiveness_trend,goals_conceded_trend,clean_sheets_trend,first_name_defender,id_defender,second_name_ref,first_name_ref,DS,DSS
Johnson,2018,222018,40,40,2,0,3643,0.8200000000000001,0.03980706164372158,0.0,0.31,0.51,0.008016771850955284,0.01004365868418775,3,0,127,20.0,117.86666666666667,60.833333333333336,21.0,0,0,13,0.1240464118698697,-0.5765462196165897,1.5654119609113437,0.0009837460016958815,2.2,0.27999999999999997,Ben,275,Johnson,Ben,0.25,0.06365424473074292
Jorgensen,2017,48760,45,45,5,5,8266,2.77,0.07660968057583852,0.04058165152961944,2.0700000000000003,0.7000000000000001,0.0340883474266835,0.011577280075746479,20,0,266,55.839999999999996,368.12,81.12,107.8,0,0,23,0.21144939119320597,-0.562060359871534,1.6166002908720412,-0.014199300494199275,-7.25,-1.5,Mathias,112,Jorgensen,Mathias,0.047619047619047616,0.10796521349112104
Justin,2019,220627,50,47,2,5,5328,0.8,0.0217391304347826,0.07995885017033443,0.31,0.49,0.005571086261980825,0.008805910543130974,5,0,210,56.7,277.8,190.175,98.25,0,0,14,0.32197195077112595,-0.4018416866949574,1.3265761675085197,-0.015135347710200336,1.75,0.3333333333333333,James,295,Justin,James,0.16666666666666666,0.20956248162814375
Kaboré,2023,476369,40,40,0,3,1727,2.09,0.0,0.1563404748118124,0.22,1.87,0.0114649681528662,0.097452229299363,7,0,34,64.0,326.6,253.0,62.0,0,0,21,0.0,-0.8129704690214243,2.032426172553561,-0.015135347710200336,1.75,0.3333333333333333,Issa,626,Kaboré,Issa,0.125,-0.06366340829731523
Keane,2014,106611,45,42,13,10,20080,2.74,0.07138280817366155,0.05075278459590038,1.85,0.8899999999999999,0.02593773788267829,0.00981653789478339,21,1,739,82.12222222222222,544.7333333333333,63.14444444444444,212.0,0,0,14,0.2511104495152526,-0.5610385290038022,1.653706772024758,-0.011428859275397074,0.9749999999999996,0.475,Michael,228,Keane,Michael,0.041666666666666664,0.12639693465063606
Kelly,2019,235530,45,44,0,3,4231,1.98,0.0,0.04872921480246956,0.51,1.47,0.009067933032839632,0.025168554221430967,7,0,119,38.46666666666667,257.40000000000003,94.73333333333335,31.333333333333332,0,0,40,0.19782115572472256,-0.6737959721531399,1.8823110861075723,0.05808633994223885,6.666666666666666,1.1666666666666667,Lloyd,404,Kelly,Lloyd,0.125,0.06823452749136225
Kerkez,2023,544877,45,44,0,2,1966,2.38,0.0,0.091556459816887,1.32,1.06,0.0604272634791454,0.0485249237029501,4,1,59,67.7,310.0,216.5,150.0,0,0,22,0.2746693794506612,-0.5676500508647,1.6937945066124112,0.05808633994223885,6.666666666666666,1.1666666666666667,Milos,70,Kerkez,Milos,0.14285714285714285,0.13517174903879542
Kesler-Hayden,2023,465390,40,40,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.05808633994223885,6.666666666666666,1.1666666666666667,Kaine,43,Kesler-Hayden,Kaine,1.0,0.3
Kilman,2018,214048,40,40,3,3,10907,4.71,0.014352286967418533,0.021592854340496584,3.09,1.62,0.01374895888041845,0.007180197242425683,17,0,361,58.833333333333336,411.5,74.68333333333334,100.83333333333333,0,0,75,0.1850108804662279,-0.3131516813995069,0.9678900839649951,-0.07515640353588163,6.36,1.24,Max,524,Kilman,Max,0.05555555555555555,0.1823226427890942
Kiwior,2022,440854,40,40,2,3,1367,1.4500000000000002,0.1536530535781191,0.143312101910828,0.84,0.61,0.04593855376545515,0.02972124391157735,1,0,93,28.3,163.7,62.400000000000006,55.5,0,0,16,0.49838890970400895,-0.20762832521543645,1.0174597227426003,0.1311952041963282,1.0,2.0,Jakub,8,Kiwior,Jakub,0.5,0.3563706432427841
Konaté,2021,204716,55,51,0,0,4111,3.0300000000000002,0.0,0.0,1.91,1.12,0.03678005149749287,0.021553425568874768,10,1,138,43.56666666666666,285.46666666666664,66.83333333333333,83.66666666666667,0,0,34,0.37125832111602536,-0.2881444886594636,1.0916195427646844,-0.0349813352388227,3.5,0.8333333333333335,Ibrahima,326,Konaté,Ibrahima,0.07692307692307693,0.2714297890216262
Konsa Ngoyo,2019,199798,45,43,6,3,14101,5.359999999999999,0.04049860682634426,0.023529479479335418,3.64,1.72,0.02086655920452116,0.00977083373793476,21,2,463,83.58,529.4399999999999,105.85999999999999,199.0,0,0,72,0.27597820655447924,-0.48026056018142116,1.4766296070080323,0.030082063094978375,1.5999999999999996,0.9500000000000002,Ezri,44,Konsa Ngoyo,Ezri,0.038461538461538464,0.16306935562483438
Krafth,2019,111773,45,43,1,3,4847,0.96,0.0139968895800933,0.0427333247156516,0.2,0.76,0.00396039603960396,0.01504950495049504,11,0,174,28.7,171.88,72.92,41.8,0,0,8,0.24860702886452607,-0.42170774636912256,1.3028763947873323,0.07191296488555188,-1.5,0.1,Emil,405,Krafth,Emil,0.08333333333333333,0.17023382893673938
Kristiansen,2022,481510,45,45,0,1,891,0.72,0.0,0.101010101010101,0.12,0.6,0.0121212121212121,0.0606060606060606,2,0,16,30.8,173.2,119.3,14.0,0,0,11,0.0,-0.8484848484848485,2.121212121212121,0.07191296488555188,-1.5,0.1,Victor,296,Kristiansen,Victor,0.3333333333333333,-0.07358046484260077
Lamptey,2019,232792,40,41,1,9,4400,2.08,0.020293122886133018,0.1727007410328038,0.54,1.54,0.01494054368659246,0.044082867550399855,12,1,189,40.9,141.88,174.76,93.2,0,0,13,0.2584623324297642,-0.4825613592013559,1.464865730433154,-0.04794243996188985,1.5499999999999998,-0.10000000000000003,Tariq,131,Lamptey,Tariq,0.06666666666666667,0.15442937795023376
Larios López,2022,515571,40,40,0,0,150,0.02,0.0,0.0,0.0,0.02,0.0,0.012,0,0,4,3.9,27.6,7.8,4.0,0,0,2,0.0,-0.4800000000000001,1.2000000000000002,-0.04794243996188985,1.5499999999999998,-0.10000000000000003,Juan,464,Larios López,Juan,1.0,0.040363636363636324
Lascelles,2015,101148,45,42,10,2,13874,0.98,0.06619646086016596,0.009572813210482225,0.85,0.13,0.0135125152943014,0.00177918282872985,31,1,468,51.8625,359.325,34.1125,124.375,0,0,15,0.2306466428498384,-0.5240044087569571,1.5406576647422312,0.004565494076634242,0.34285714285714264,0.08571428571428573,Jamaal,407,Lascelles,Jamaal,0.029411764705882353,0.1286021023385241
Leite de Souza Junior,2021,241157,50,46,4,3,5163,3.66,0.07389016947157886,0.0478485028049122,1.83,1.83,0.03366438933873143,0.03922637121650276,11,1,215,84.2,394.2,250.0,195.66666666666666,0,0,31,0.2529211182746862,-0.5458619487013902,1.6175759900281614,-0.146725891090397,1.0,-2.1666666666666665,Emerson,487,Leite de Souza Junior,Emerson,0.07142857142857142,0.13189802261350309
Lewis,2019,194799,45,44,3,1,6108,3.7199999999999998,0.04383233765981045,0.008183306055646466,0.84,2.88,0.015253731343283568,0.0504875621890547,11,0,185,37.63333333333333,171.5666666666667,147.83333333333334,56.833333333333336,0,0,18,0.20953809601169934,-1.0624393613692378,2.865636499434794,-0.16010612442402875,-7.75,-0.0625,Jamal,408,Lewis,Jamal,0.08333333333333333,-0.03011194114697402
Lindelöf,2017,184667,55,49,4,5,14601,1.7600000000000002,0.023758584343283644,0.030528686297535756,0.94,0.8200000000000001,0.009045477083357057,0.007852768690656656,15,0,535,55.199999999999996,408.0,78.01428571428572,64.42857142857143,0,0,28,0.3173301767654582,-0.34641034317106,1.1833560346931082,-0.014669482661313496,2.3666666666666667,0.4666666666666666,Victor,376,Lindelöf,Victor,0.0625,0.2267861712423906
Livramento,2021,441191,40,42,2,2,3528,1.21,0.036677838290741505,0.027272727272727268,0.38,0.83,0.008755760368663566,0.019124423963133633,3,0,127,52.9,247.79999999999998,173.86666666666667,105.66666666666667,0,0,12,0.1415374947633012,-0.4213238374528698,1.1948470883954756,0.07570171763720149,-9.5,-2.0,Tino,409,Livramento,Tino,0.25,0.12318776145661273
Maatsen,2023,441302,55,51,0,0,200,0.94,0.0,0.0,0.74,0.2,0.333,0.09,1,0,11,10.3,29.4,44.8,29.0,0,0,1,0.0,-0.9,2.25,0.07570171763720149,-9.5,-2.0,Ian,45,Maatsen,Ian,0.5,-0.08769230769230771
Maguire,2014,95658,45,41,13,14,19809,3.29,0.05166179064158617,0.059358145247425144,2.28,1.01,0.0162195180147936,0.006403722261989967,50,2,709,99.69999999999999,567.7777777777778,123.76666666666668,304.55555555555554,0,0,26,0.2651577926706728,-0.511697635574482,1.5444018816068779,0.10187929726794115,3.4000000000000004,1.05,Harry,377,Maguire,Harry,0.01818181818181818,0.14814527165222863
Malacia,2022,222690,45,42,0,0,1391,0.94,0.0,0.0,0.23,0.71,0.014881380301941,0.0459381739755571,6,0,62,45.3,223.6,148.8,79.0,0,0,14,0.4529115744069015,-0.1811646297627606,0.9058231488138032,0.10187929726794115,3.4000000000000004,1.05,Tyrell,379,Malacia,Tyrell,0.14285714285714285,0.3476351584972207
Martínez,2022,221820,45,44,1,1,2756,1.56,0.02129673450070985,0.06998444790046655,0.46,1.1,0.00979649787032655,0.02732142502276135,9,0,96,48.05,358.09999999999997,78.05000000000001,43.0,0,0,32,0.26165505840685555,-0.5123802219688679,1.5426056133290253,-0.1034829195552379,-10.5,-4.0,Lisandro,380,Martínez,Lisandro,0.1,0.14634068393173547
Mavropanos,2017,233963,45,42,1,0,1841,1.28,0.02,0.0,1.19,0.09,0.023799999999999964,0.0017999999999999666,3,1,47,18.666666666666668,126.46666666666665,19.099999999999998,41.333333333333336,0,0,16,0.214639175257732,-0.5210553334735956,1.517277508941721,0.1106063538817589,3.0,0.16666666666666663,Konstantinos,528,Mavropanos,Konstantinos,0.16666666666666666,0.12228489260328472
Mbabu,2015,120721,45,41,0,1,284,0.42,0.0,0.3191489361702128,0.0,0.42,0.0,0.13404255319148936,1,0,9,3.9,19.9,18.85,0.0,0,0,1,0.0,-1.5229876506472255,3.807469126618063,-0.2642463919059665,1.0,0.0,Kevin,250,Mbabu,Kevin,0.5,-0.24219463328316987
Mee,2014,51927,45,45,14,10,23886,6.28,0.06235444380759828,0.036868214853091524,4.76,1.52,0.022101103178130355,0.00839576467328881,45,1,826,93.52222222222223,605.8888888888889,79.34444444444445,248.22222222222223,0,0,52,0.2783574862902072,-0.4502895506293139,1.404081362863492,-0.0019352668517994256,-1.0250000000000004,-0.07499999999999996,Ben,100,Mee,Ben,0.020833333333333332,0.17390862291445103
Mepham,2018,223911,45,45,1,2,4569,1.77,0.024698133918770574,0.06323774969989843,1.05,0.7200000000000001,0.013135014304691025,0.01187248516997445,11,0,113,40.400000000000006,288.25,34.825,80.25,0,0,30,0.1656750927460382,-0.7497883377900508,2.040145937221165,-0.03766529498662067,3.0,0.08333333333333326,Chris,72,Mepham,Chris,0.08333333333333333,0.03155935216759867
Mings,2015,149484,45,41,6,11,13323,2.08,0.01946490555873948,0.03522440049012902,0.97,1.1099999999999999,0.006380952380952378,0.05634920634920634,30,1,479,49.93333333333333,345.84444444444443,51.78888888888889,100.44444444444444,0,0,36,0.13710721118919836,-0.7892095526282703,2.110131092759874,-0.10119367672253582,4.65,1.075,Tyrone,49,Mings,Tyrone,0.030303030303030304,0.007170651637809666
Mitchell,2019,244723,40,40,3,9,11097,5.53,0.02176227084565344,0.061976781689268776,1.8900000000000001,3.64,0.010997759809583781,0.02121512828590428,14,1,383,77.94,439.6,234.0,104.6,0,0,71,0.20617506687902135,-0.52461235410912,1.5177059521518212,0.055375408882046374,7.699999999999999,1.6,Tyrick,210,Mitchell,Tyrick,0.058823529411764705,0.1173211537980715
Moreno Lopera,2022,106468,45,45,2,3,2349,5.25,0.087890625,0.1018867924528302,1.7000000000000002,3.55,0.0688170327240566,0.1303494251179245,5,0,121,62.5,236.10000000000002,239.0,151.5,0,0,25,0.36957178655660383,-0.33958284198113203,1.2185288915094339,-0.2580734080188679,5.0,-2.0,Álex,26,Moreno Lopera,Álex,0.16666666666666666,0.2520940682460834
Murphy,2023,545477,40,39,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.3,2.6,1.0,0.0,0,0,0,0.0,0.0,0.0,-0.2580734080188679,5.0,-2.0,Alex,390,Murphy,Alex,1.0,0.3
Muñoz,2023,247348,45,45,0,4,1440,2.52,0.0,0.25,1.26,1.26,0.07875,0.07875,4,0,56,71.7,331.0,265.6,119.0,0,0,16,0.3125,-0.425,1.375,-0.2580734080188679,5.0,-2.0,Daniel,211,Muñoz,Daniel,0.2,0.19756578947368414
Mykolenko,2021,224967,50,49,3,3,6176,4.01,0.0527643346759783,0.051921619649682366,2.0300000000000002,1.98,0.024210790507914397,0.023291452533847134,5,0,218,76.53333333333335,403.2,228.53333333333333,132.33333333333334,0,0,58,0.2739006817114213,-0.4718843450486525,1.4536115443330526,0.0031470115363948,8.166666666666668,1.6666666666666665,Vitalii,231,Mykolenko,Vitalii,0.16666666666666666,0.16484221511664598
O'Shea,2020,216616,45,42,3,4,4991,1.64,0.0466804979253112,0.0622406639004149,0.74,0.9,0.01151452282157675,0.01400414937759335,8,1,110,86.75,605.9,130.45,128.5,0,0,32,0.09543667306502399,-0.8410851640476892,2.1981495831842475,-0.017835997778037,10.0,-0.5,Dara,630,O'Shea,Dara,0.09090909090909091,-0.026694453480694824
Offiah,2022,445548,40,40,0,0,149,0.05,0.0,0.0,0.0,0.05,0.0,0.049844720496894396,0,0,5,1.2000000000000002,6.300000000000001,3.5,2.0,0,0,1,0.0,-2.7763975155279503,6.940993788819875,1.919254658385093,0.0,0.0,Odeluga,139,Offiah,Odeluga,1.0,-0.5175008562538106
Omobamidele,2021,466404,40,39,1,0,1163,0.16,0.1181102362204724,0.0,0.14,0.02,0.0080562659846547,0.00115089514066495,3,0,25,17.85,137.5,15.4,25.5,0,0,8,0.0,-0.7704653925931892,1.9261634814829733,0.0799283081942122,3.0,0.0,Andrew,440,Omobamidele,Andrew,0.25,-0.0515697568045822
Palmieri dos Santos,2017,109533,55,52,2,5,6507,5.28,0.013859688311009529,0.06263768007718927,2.44,2.84,0.01452943324919003,0.0159983735476882,15,0,184,43.44285714285714,182.0,150.57142857142858,101.28571428571429,0,0,51,0.2839051251888116,-0.37097079857317716,1.2113321216217545,0.007501625089847085,3.1999999999999997,0.13333333333333333,Emerson,520,Palmieri dos Santos,Emerson,0.0625,0.2034232345288421
Patterson,2022,243571,40,39,0,2,2274,2.56,0.0,0.09,0.8200000000000001,1.74,0.0322544740973312,0.07142849293563575,7,0,65,41.3,219.3,125.05,67.0,0,0,23,0.1606436420722135,-0.6245745682888542,1.7220800627943484,-0.0594254317111461,-0.5,0.0,Nathan,234,Patterson,Nathan,0.125,0.06561674437043204
Phillips,2020,197464,40,42,1,1,1520,0.05,0.03092783505154635,0.03092783505154635,0.04,0.01,0.02769230769230765,0.0069230769230769,2,0,71,31.75,195.89999999999998,46.0,75.0,0,0,1,0.21649484536082475,-0.32640761300555116,1.0325138778747025,-0.2274385408406027,-5.0,-3.5,Nathaniel,332,Phillips,Nathaniel,0.3333333333333333,0.19056636828062873
Pinnock,2021,231065,45,44,6,1,7915,6.68,0.06826927012795557,0.011135857461024468,4.74,1.94,0.0542524130635991,0.0222103662567764,2,0,279,111.63333333333333,714.2666666666668,108.39999999999999,291.6666666666667,0,0,58,0.24856231167227702,-0.4621836646409212,1.40402147327458,0.009442688837668498,-1.0,0.16666666666666652,Ethan,104,Pinnock,Ethan,0.3333333333333333,0.15663532154804097
Porro,2022,441164,50,48,6,11,4222,13.2,0.16294727091838485,0.23576280489896734,4.73,8.469999999999999,0.1144765686644481,0.18103356890459366,3,0,195,149.7,584.7,640.55,270.0,0,0,48,0.18144704792617233,-0.6554118494631034,1.8199766715839307,0.1078390339291228,14.0,2.5,Pedro,495,Porro,Pedro,0.25,0.0660250128530615
Quansah,2023,441428,40,40,2,0,1188,1.23,0.1515151515151515,0.0,1.04,0.19,0.0787878787878788,0.0143939393939393,1,0,49,49.4,331.6,58.8,104.0,0,0,13,0.1515151515151515,-0.3939393939393939,1.1363636363636362,0.1078390339291228,14.0,2.5,Jarell,333,Quansah,Jarell,0.5,0.13739522888459058
Ream,2011,82514,40,40,2,1,8247,1.6300000000000001,0.0181872280284152,0.01538461538461538,1.2,0.43000000000000005,0.0129876892178376,0.003593186298211,6,1,220,33.6,281.84000000000003,27.560000000000002,25.2,0,0,50,0.12960585450108505,-0.6869828685646139,1.84706302591262,0.0282542828588465,1.6500000000000004,0.8,Tim,253,Ream,Tim,0.1111111111111111,0.032778098830766406
Reguilón,2020,199249,55,55,2,16,5682,3.77,0.03134796238244513,0.26102006472867817,0.94,2.83,0.018503937007874,0.055708661417322836,16,1,267,105.2,406.73333333333335,401.8666666666666,242.0,0,0,18,0.34644289922915084,-0.42015852573102896,1.3968392135567234,-0.025587284255888798,-1.166666666666666,-0.3333333333333335,Sergio,496,Reguilón,Sergio,0.05263157894736842,0.21435458585746864
Richards,2022,427623,45,44,1,1,2534,1.53,0.02152080344332855,0.02152080344332855,1.31,0.22000000000000003,0.0850343782285253,0.008737543357374849,3,0,75,39.2,274.3,51.4,67.0,0,0,27,0.18766334921349476,-0.6990034685899906,1.9351720206884715,0.113637614931454,13.5,1.5,Chris,194,Richards,Chris,0.25,0.05623964119399166
Robertson,2014,122798,45,42,11,62,22718,14.23,0.047780473195064496,0.2319355967744984,3.1399999999999997,11.09,0.01605732505863843,0.05199120463570244,32,1,1167,151.02222222222224,565.0222222222222,704.7666666666667,239.22222222222223,0,0,47,0.3516947062837818,-0.3042144314049319,1.1122307847961115,0.037674316409120764,0.35000000000000014,0.9750000000000001,Andrew,335,Robertson,Andrew,0.02857142857142857,0.2570344013545249
Robinson,2020,169528,45,44,0,8,8513,6.18,0.0,0.07454334023968093,0.75,5.43,0.006926224501775234,0.0507670487896969,18,1,254,125.23333333333333,610.1333333333333,479.9666666666667,160.0,0,0,72,0.23958177534139025,-0.45123250489968875,1.3676630375906118,-0.03386081011543025,8.0,1.3333333333333335,Antonee,255,Robinson,Antonee,0.047619047619047616,0.1562516061037389
Roerslev Rasmussen,2021,226956,45,41,2,3,4308,3.49,0.039540522768370834,0.05473039618609237,1.33,2.16,0.023578794881523066,0.042697754630428,2,0,164,50.166666666666664,249.9333333333333,175.9333333333333,73.66666666666667,0,0,34,0.2365397984556057,-0.5421992590240098,1.5920379460156304,0.10877050035812501,-0.3333333333333339,1.3333333333333333,Mads,105,Roerslev Rasmussen,Mads,0.3333333333333333,0.1255690937826991
Romero,2021,221632,50,48,6,2,6997,7.18,0.07003242133743844,0.025391451544646632,4.75,2.4299999999999997,0.053989825217624736,0.0281109306103504,24,2,236,91.03333333333335,628.9333333333333,132.33333333333334,148.33333333333334,0,0,59,0.2581795257690047,-0.46547735949632624,1.4218729245098203,-0.0375109140214819,6.166666666666668,0.8333333333333335,Cristian,498,Romero,Cristian,0.034482758620689655,0.15986536488178316
Saliba,2022,462424,45,49,4,2,5835,3.83,0.0635828702190258,0.0317914351095129,2.61,1.22,0.03932494279176195,0.017804838182412498,8,0,281,86.8,613.1,126.44999999999999,127.0,0,0,65,0.4604445897352075,-0.15478914677999345,0.8474174566851912,0.0389996730957829,2.0,3.0,William,18,Saliba,William,0.1111111111111111,0.3616533175354936
Santiago Costa dos Santos,2023,575476,45,45,0,2,2790,2.42,0.0,0.064516129032258,1.78,0.64,0.0574193548387096,0.0206451612903225,5,0,58,95.8,678.4,115.0,164.0,0,0,32,0.0967741935483871,-0.6838709677419356,1.8064516129032255,0.0389996730957829,2.0,3.0,Murillo,436,Santiago Costa dos Santos,Murillo,0.16666666666666666,0.018509454949944354
Santos Silva,2022,165659,50,47,0,0,2014,2.7699999999999996,0.0,0.0,2.31,0.45999999999999996,0.12753185293046954,0.0328528091251061,4,0,59,30.1,197.6,36.5,66.0,0,0,22,0.1492537313432836,-0.5619220968329086,1.5540589734255552,-0.0350928285402256,16.5,3.0,Diego Carlos,35,Santos Silva,Diego Carlos,0.2,0.07970253752512849
Sarr,2021,204727,50,49,0,0,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,30,17.9,118.4,60.4,1.0,0,0,0,0.6617647058823529,-0.1985294117647058,1.1580882352941175,-0.0350928285402256,16.5,3.0,Malang,176,Sarr,Malang,0.3333333333333333,0.4301883956308247
Schär,2018,119471,50,45,14,10,13344,10.55,0.0981459903642115,0.05915093483084627,7.1,3.46,0.03378341261469258,0.016511477297258385,37,1,528,94.23333333333333,555.6,127.2,258.3333333333333,0,0,71,0.2684082154292598,-0.45391216486706126,1.4031886275969132,-0.03981891956809472,2.4799999999999995,0.04000000000000002,Fabian,415,Schär,Fabian,0.025,0.1682558207399807
Senesi,2022,221466,45,44,6,5,4728,6.26,0.11655213264401774,0.10049129075480125,3.6399999999999997,2.62,0.069806604172248,0.05195088850971065,20,0,171,99.65,668.6,195.14999999999998,130.0,0,0,55,0.21098729900620344,-0.6670845242963637,1.8786986097471123,0.056097476507172,-5.5,0.5,Marcos,79,Senesi,Marcos,0.047619047619047616,0.07629050254964684
Sessegnon,2018,184349,65,60,4,11,4483,2.74,0.07554269881334194,0.1612291312498298,1.64,1.1,0.04583850931677017,0.030745341614906826,6,0,194,62.375,193.85,204.025,224.75,0,0,9,0.18647652461634087,-0.555427266746136,1.575044691481681,0.11341715872029713,-12.416666666666666,-0.16666666666666666,Ryan,579,Sessegnon,Ryan,0.14285714285714285,0.09865564131459448
Shaw,2012,106760,40,40,3,24,20071,4.93,0.00866049506442441,0.11662548129555432,1.1400000000000001,3.79,0.003593994905956108,0.015475852272727264,59,1,826,62.84166666666667,239.1833333333333,294.44166666666666,93.83333333333333,0,0,42,0.39279913640230046,-0.23983824858681965,0.9923947578693496,-0.0037616336804485477,0.2727272727272727,0.12727272727272732,Luke,387,Shaw,Luke,0.016129032258064516,0.2990044889119566
Smith,2011,54469,40,40,5,14,16493,3.62,0.02522748876831245,0.06492326571785556,0.55,3.0700000000000003,0.002175136814502325,0.013863798312621125,46,1,518,62.287499999999994,307.275,226.4375,88.5,0,0,59,0.20617542419848484,-0.48112233517613656,1.408981262138826,-0.07818715521306117,5.771428571428571,0.8285714285714285,Adam,81,Smith,Adam,0.02040816326530612,0.1313972149686392
Souttar,2022,194190,45,45,0,1,991,1.57,0.0,0.0908173562058526,1.47,0.1,0.1335015136226034,0.0090817356205852,2,0,20,34.6,242.6,38.9,65.0,0,0,11,0.0908173562058526,-0.6538849646821393,1.7255297679112007,-0.07818715521306117,5.771428571428571,0.8285714285714285,Harry,303,Souttar,Harry,0.3333333333333333,0.024702029483418098
Spence,2022,232859,45,41,0,0,5,0.06,0.0,0.0,0.06,0.0,1.08,0.0,0,0,4,2.2,0.2,1.3,20.0,0,0,0,0.0,0.0,0.0,-0.07818715521306117,5.771428571428571,0.8285714285714285,Djed,504,Spence,Djed,1.0,0.3
Stephens,2016,88900,40,42,4,4,11164,0.59,0.025809080626820028,0.024477426789112428,0.36,0.23,0.003800140745953543,0.002427867698803657,23,2,338,54.357142857142854,375.9142857142857,69.22857142857143,97.57142857142857,0,0,13,0.235916044345497,-0.6156252313900848,1.774979122820709,-0.03857285928735498,1.2,-0.3666666666666667,Jack,472,Stephens,Jack,0.03571428571428571,0.10294189733953728
Stones,2013,97299,45,42,9,2,18343,3.46,0.044845850228324685,0.008873989351212773,2.09,1.37,0.012744211276220729,0.007388453424148054,11,1,813,39.30909090909091,240.1818181818182,65.89090909090909,86.45454545454545,0,0,33,0.4187843080231459,-0.21618974474336455,0.9592586698815573,0.02179842562203967,-0.7,0.15999999999999998,John,362,Stones,John,0.07142857142857142,0.31927334375127747
Takehiro,2021,223723,45,45,2,3,3471,2.8899999999999997,0.0526315789473684,0.0902558816395828,1.98,0.91,0.05684938151831187,0.028493815183119036,4,1,177,48.96666666666667,232.13333333333333,156.43333333333334,102.66666666666667,0,0,16,0.41077492117390246,-0.286575309240844,1.1272131942760126,-0.02543051176327915,-3.166666666666667,-1.6666666666666665,Tomiyasu,22,Takehiro,Tomiyasu,0.14285714285714285,0.2891019865615976
Targett,2014,169359,40,39,3,14,12260,0.6900000000000001,0.014658148486171169,0.06828517061469223,0.01,0.68,0.00015000000000000001,0.011218831168831149,19,0,474,52.910000000000004,232.42,232.26,63.7,0,0,7,0.21833115163933364,-0.6302056484520365,1.7938452727694247,-0.021851972266766627,2.8,0.7333333333333333,Matt,416,Targett,Matt,0.05,0.09050333461817794
Tarkowski,2016,17761,40,40,9,10,23050,10.07,0.031188626214455673,0.03501466184664314,5.52,4.55,0.018157894736842102,0.01496710526315789,58,0,779,128.51250000000002,816.625,138.75,327.5,0,0,76,0.27493877126184074,-0.46865439734255954,1.4465747646182394,0.027200453088499672,5.828571428571428,1.4285714285714286,James,236,Tarkowski,James,0.01694915254237288,0.16635891586274784
Taylor,2017,103914,45,42,1,8,13617,1.91,0.0064405324173465,0.047640861933827196,0.25,1.66,0.0016101331043366165,0.010691283812795183,20,0,397,72.63333333333334,445.2,244.04999999999998,36.0,0,0,25,0.23101825301730786,-0.48545393675733667,1.4446530949106495,-0.025465741449790236,6.32,0.8800000000000001,Charlie,475,Taylor,Charlie,0.047619047619047616,0.14113513714564097
Tete,2020,167074,45,43,2,6,4909,3.96,0.0464401521483306,0.07869992011939657,1.6,2.36,0.03853720737539617,0.038178351654249966,13,0,167,76.9,398.73333333333335,265.7333333333333,103.33333333333333,0,0,39,0.25282599286561774,-0.57839662932195,1.6988175661704927,-0.021087278777427255,0.5,-0.16666666666666652,Kenny,257,Tete,Kenny,0.07142857142857142,0.12189346282725139
Thomas,2019,244619,40,40,1,3,5130,1.2799999999999998,0.01859504132231404,0.09368881519764341,0.62,0.6599999999999999,0.0119317010941563,0.01162700554437954,10,0,126,36.22,191.07999999999998,121.16,49.2,0,0,22,0.16681439820940763,-0.6696708975717882,1.8409916421388783,-0.06629412888732902,4.3,0.2000000000000001,Luke,305,Thomas,Luke,0.09090909090909091,0.05506995115123631
Tierney,2019,192895,55,53,3,10,5975,0.81,0.04434955150179758,0.14908581318446987,0.38,0.43,0.011046511627906975,0.0125,6,0,281,68.45,289.5,258.3,134.75,0,0,6,0.2821789888503898,-0.35379323485835884,1.1666620759962871,0.0524543172514057,0.8333333333333334,1.1666666666666667,Kieran,21,Tierney,Kieran,0.14285714285714285,0.20879267928396772
Timber,2023,445122,50,46,0,0,70,0.02,0.0,0.0,0.0,0.02,0.0,0.0257142857142857,2,0,0,1.3,5.8,4.7,2.0,0,0,1,0.0,0.0,0.0,0.0524543172514057,0.8333333333333334,1.1666666666666667,Jurriën,6,Timber,Jurriën,0.3333333333333333,0.3
Toffolo,2022,114241,45,43,1,3,2385,3.45,0.03099173553719005,0.09297520661157024,1.3800000000000001,2.07,0.04759573224203445,0.08018588397863455,5,0,82,55.25,254.0,181.0,119.0,0,0,24,0.1584464935824187,-0.6240998113257687,1.7186960218968403,-0.0453216762775371,6.0,0.0,Harry,444,Toffolo,Harry,0.16666666666666666,0.06475030294361643
Torres,2023,244954,45,46,2,0,2462,1.67,0.0731112916328188,0.0,0.96,0.71,0.035093419983753,0.0259545085296506,1,0,85,76.6,479.4,150.6,135.0,0,0,27,0.2193338748984565,-0.4532900081234767,1.3525588952071486,-0.0453216762775371,6.0,0.0,Pau,52,Torres,Pau,0.5,0.14652965405657709
