,id,first_name,second_name,team,element_type,code,element_code,season,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
107,248,Bernd,Leno,9,1,80201,80201,2022,45,46,142,3240,0,0,8,51,0,1,0,3,0,144,17,766,1154.8,10.0,0,116.6,36,0.0,0.0,0.0,62.75
108,248,Bernd,Leno,9,1,80201,80201,2023,45,48,133,3420,0,0,10,61,1,0,0,3,0,134,15,782,1069.8,0.1,0,106.7,38,0.0,0.0,0.0,64.14
109,280,Cieran,Slicker,10,1,434044,434044,2021,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
110,283,Christian,Walton,10,1,108813,108813,2020,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
111,568,Arijanet,Muric,10,1,232917,232917,2018,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
112,568,Arijanet,Muric,10,1,232917,232917,2023,45,43,47,900,0,0,0,16,1,1,0,0,0,64,12,241,513.0,40.3,0,55.3,10,0.0,0.05,0.05,20.43
113,294,Daniel,Iversen,11,1,207270,207270,2022,40,39,29,1080,0,0,1,22,1,0,0,0,0,38,2,183,275.4,0.0,0,27.6,12,0.0,0.0,0.0,21.24
114,308,Danny,Ward,11,1,95463,95463,2013,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
115,308,Danny,Ward,11,1,95463,95463,2014,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
116,308,Danny,Ward,11,1,95463,95463,2015,40,40,6,180,0,0,0,4,0,0,0,0,0,9,0,34,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
117,308,Danny,Ward,11,1,95463,95463,2017,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
118,308,Danny,Ward,11,1,95463,95463,2018,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
119,308,Danny,Ward,11,1,95463,95463,2019,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
120,308,Danny,Ward,11,1,95463,95463,2020,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
121,308,Danny,Ward,11,1,95463,95463,2021,40,40,3,90,0,0,0,1,0,0,0,0,0,4,0,17,32.4,0.0,0,3.2,0,0.0,0.0,0.0,0.0
122,308,Danny,Ward,11,1,95463,95463,2022,40,38,91,2340,0,0,6,46,0,1,0,0,0,77,12,485,631.4,0.0,0,63.0,26,0.0,0.0,0.0,42.87
123,310,Alisson,Ramses Becker,12,1,116535,116535,2018,55,59,176,3420,0,0,21,22,0,0,0,1,0,76,9,771,677.0,0.1,0,67.6,0,0.0,0.0,0.0,0.0
